courseName,className,units,description,section,session,type,time,days,registered,instructor,location
CTPR-532,CTPR 532: Intermediate Directing (2.0 units),(2.0 units),Practical experience in staging dramatic narrative scenes&#44 emphasizing directing actors&#44 rehearsal techniques and camera blocking.,18627D,37,Lecture,2:00-5:50pm,Thursday,0 of 15,Barnet Kellman,RZCSTG D
CTPR-532,CTPR 532: Intermediate Directing (2.0 units),(2.0 units),Practical experience in staging dramatic narrative scenes&#44 emphasizing directing actors&#44 rehearsal techniques and camera blocking.,18628D,37,Lecture,7:00-10:30pm,Tuesday,0 of 16,Jennifer Warren,SCESTG 2
CTPR-480,CTPR 480: Advanced Production Workshop (4.0 units),(4.0 units),Directors&#44 producers&#44 cinematographers&#44 editors and sound designers collaborate to produce&#44 shoot&#44 edit and deliver fictional&#44 documentary or experimental projects.,18587D,1,Lecture,9:00-11:50am,Tuesday,0 of 50,Brenda Goodman,SCA112
CTPR-480,CTPR 480: Advanced Production Workshop (4.0 units),(4.0 units),Directors&#44 producers&#44 cinematographers&#44 editors and sound designers collaborate to produce&#44 shoot&#44 edit and deliver fictional&#44 documentary or experimental projects.,18590D,1,Lab,1:00-4:50pm,Tuesday,0 of 12,Suhail Kafity,SCBB115
CTPR-480,CTPR 480: Advanced Production Workshop (4.0 units),(4.0 units),Directors&#44 producers&#44 cinematographers&#44 editors and sound designers collaborate to produce&#44 shoot&#44 edit and deliver fictional&#44 documentary or experimental projects.,18591D,1,Lab,1:00-4:50pm,Tuesday,0 of 15,Brenda Goodman,SCA356
CTPR-480,CTPR 480: Advanced Production Workshop (4.0 units),(4.0 units),Directors&#44 producers&#44 cinematographers&#44 editors and sound designers collaborate to produce&#44 shoot&#44 edit and deliver fictional&#44 documentary or experimental projects.,18592D,1,Lab,1:00-4:50pm,Tuesday,0 of 12,Mimi Gramatky Stradling,SCS107
CTPR-480,CTPR 480: Advanced Production Workshop (4.0 units),(4.0 units),Directors&#44 producers&#44 cinematographers&#44 editors and sound designers collaborate to produce&#44 shoot&#44 edit and deliver fictional&#44 documentary or experimental projects.,18593D,1,Lab,1:00-4:50pm,Tuesday,0 of 25,Jeremy Royce,SCI106
CTPR-480,CTPR 480: Advanced Production Workshop (4.0 units),(4.0 units),Directors&#44 producers&#44 cinematographers&#44 editors and sound designers collaborate to produce&#44 shoot&#44 edit and deliver fictional&#44 documentary or experimental projects.,18594D,1,Lab,1:00-4:50pm,Tuesday,0 of 12,Helaine Head,SCA259
CTPR-480,CTPR 480: Advanced Production Workshop (4.0 units),(4.0 units),Directors&#44 producers&#44 cinematographers&#44 editors and sound designers collaborate to produce&#44 shoot&#44 edit and deliver fictional&#44 documentary or experimental projects.,18595D,1,Lab,1:00-4:50pm,Tuesday,0 of 12,Tom Miller&#44,SCAB149
CTPR-507,CTPR 507: Production I (4.0 units),(4.0 units),The effective communication of ideas through the language of cinema; one directing exercise; two short HD projects; introductions to producing&#44 directing&#44 editing&#44 cinematography&#44 and sound.,18460D,37,Lecture,2:00-5:50pm,Monday,0 of 18,Angelo Pacifici&#44,SCESTG 2
CTPR-507,CTPR 507: Production I (4.0 units),(4.0 units),The effective communication of ideas through the language of cinema; one directing exercise; two short HD projects; introductions to producing&#44 directing&#44 editing&#44 cinematography&#44 and sound.,18461D,37,Lecture,9:00-12:50pm,Tuesday,0 of 18,Linda Brown&#44,SCESTG 2
CTPR-507,CTPR 507: Production I (4.0 units),(4.0 units),The effective communication of ideas through the language of cinema; one directing exercise; two short HD projects; introductions to producing&#44 directing&#44 editing&#44 cinematography&#44 and sound.,18462D,37,Lecture,2:00-5:50pm,Tuesday,0 of 18,Robert Kositchek&#44,SCESTG 2
CTPR-507,CTPR 507: Production I (4.0 units),(4.0 units),The effective communication of ideas through the language of cinema; one directing exercise; two short HD projects; introductions to producing&#44 directing&#44 editing&#44 cinematography&#44 and sound.,18464D,37,Lecture,2:00-5:50pm,Tuesday,0 of 18,Rebekah McKendry&#44,SCA258
CTPR-507,CTPR 507: Production I (4.0 units),(4.0 units),The effective communication of ideas through the language of cinema; one directing exercise; two short HD projects; introductions to producing&#44 directing&#44 editing&#44 cinematography&#44 and sound.,18673D,37,Lab,6:00-9:00pm,Wednesday,0 of 18,Steven Albrezzi,SCA258
CTPR-507,CTPR 507: Production I (4.0 units),(4.0 units),The effective communication of ideas through the language of cinema; one directing exercise; two short HD projects; introductions to producing&#44 directing&#44 editing&#44 cinematography&#44 and sound.,18674D,37,Lab,6:00-9:00pm,Monday,0 of 18,Steven Albrezzi,SCA258
CTPR-507,CTPR 507: Production I (4.0 units),(4.0 units),The effective communication of ideas through the language of cinema; one directing exercise; two short HD projects; introductions to producing&#44 directing&#44 editing&#44 cinematography&#44 and sound.,18675D,37,Lab,6:00-9:00pm,Tuesday,0 of 18,Peter Robinson,SCA258
CTPR-507,CTPR 507: Production I (4.0 units),(4.0 units),The effective communication of ideas through the language of cinema; one directing exercise; two short HD projects; introductions to producing&#44 directing&#44 editing&#44 cinematography&#44 and sound.,18676D,37,Lab,6:00-9:00pm,Thursday,0 of 18,Peter Robinson,SCA258
CTPR-499,CTPR 499: Special Topics (2.0-4.0 units&#44 max 8),(2.0-4.0 units&#44 max 8),Detailed investigation of new or emerging aspects of cinema and/or television; special subjects offered by visiting faculty; experimental subjects.,18613D,1,Lecture,7:00-9:50pm,Monday,0 of 12,Joseph Nussbaum,TBA
CTPR-506,CTPR 506: Visual Expression (2.0 units),(2.0 units),Definition&#44 analysis&#44 and structure of the visual components that make film an expressive medium; theory and practical application; individual projects and lecture/demonstration.,18615D,37,Lecture,1:30-4:20pm,Monday,0 of 35,Bruce Block,SCA112
CTPR-533,CTPR 533: Directing Techniques (2.0 units),(2.0 units),Practicum in more complex directing issues concentrating both on performance and exploration of shaping scenes visually through blocking of action and placement of camera.,18632D,37,Lecture,7:00-10:30pm,Tuesday,0 of 16,Michael Uno,RZC108
CTPR-535,CTPR 535: Intermediate Editing (2.0 units),(2.0 units),Editorial construction of sequences to analyze the interrelationships of the various film elements&#44 both visual and aural.,18636D,37,Lecture,7:00-10:00pm,Tuesday,0 of 12,John Rosenberg&#44,SCA203
CTPR-537,CTPR 537: Intermediate Cinematography (2.0 units),(2.0 units),Close study through practical in class exercises of the technical and aesthetic principles of cinematography. Introduction to 16mm film and advanced digital cameras.,18644D,37,Lecture-Lab,1:00-4:50pm,Tuesday,1 of 16,Skye Borgman,SCCSTG 3
CTPR-546,CTPR 546L: Production III&#44 Fiction (6.0 units&#44 max 12),(6.0 units&#44 max 12),An intensive workshop experience in which students&#44 crewing in their area of specialization&#44 complete the shooting and postproduction of projects up to thirty minutes in length. Qualifying courses: for directors&#44 CTPR 532&#44 and for cinematographers&#44 CTPR 537.,18659D,37,Lecture,8:00-11:50am,Wednesday,0 of 50,John Watson,SCA112
CTPR-546,CTPR 546L: Production III&#44 Fiction (6.0 units&#44 max 12),(6.0 units&#44 max 12),An intensive workshop experience in which students&#44 crewing in their area of specialization&#44 complete the shooting and postproduction of projects up to thirty minutes in length. Qualifying courses: for directors&#44 CTPR 532&#44 and for cinematographers&#44 CTPR 537.,18665D,37,Lab,1:00-4:50pm,Wednesday,0 of 15,Tristan Whitman,SCCSTG 3
CTPR-546,CTPR 546L: Production III&#44 Fiction (6.0 units&#44 max 12),(6.0 units&#44 max 12),An intensive workshop experience in which students&#44 crewing in their area of specialization&#44 complete the shooting and postproduction of projects up to thirty minutes in length. Qualifying courses: for directors&#44 CTPR 532&#44 and for cinematographers&#44 CTPR 537.,18667D,37,Lab,1:00-4:50pm,Wednesday,0 of 15,Midge Costin&#44David MacMillan&#44Amy Reed,SCA127A
CTPR-546,CTPR 546L: Production III&#44 Fiction (6.0 units&#44 max 12),(6.0 units&#44 max 12),An intensive workshop experience in which students&#44 crewing in their area of specialization&#44 complete the shooting and postproduction of projects up to thirty minutes in length. Qualifying courses: for directors&#44 CTPR 532&#44 and for cinematographers&#44 CTPR 537.,18669D,37,Lab,1:00-4:50pm,Wednesday,0 of 15,Tom Miller&#44,SCAB149
CTPR-546,CTPR 546L: Production III&#44 Fiction (6.0 units&#44 max 12),(6.0 units&#44 max 12),An intensive workshop experience in which students&#44 crewing in their area of specialization&#44 complete the shooting and postproduction of projects up to thirty minutes in length. Qualifying courses: for directors&#44 CTPR 532&#44 and for cinematographers&#44 CTPR 537.,18670D,37,Lab,1:00-4:50pm,Wednesday,0 of 12,Mimi Gramatky Stradling,SCA258
CTPR-546,CTPR 546L: Production III&#44 Fiction (6.0 units&#44 max 12),(6.0 units&#44 max 12),An intensive workshop experience in which students&#44 crewing in their area of specialization&#44 complete the shooting and postproduction of projects up to thirty minutes in length. Qualifying courses: for directors&#44 CTPR 532&#44 and for cinematographers&#44 CTPR 537.,18671D,37,Lab,1:00-4:50pm,Wednesday,0 of 15,John Watson,SCA356
CTPR-547,CTPR 547L: Production III&#44 Documentary (6.0 units),(6.0 units),Intensive workshop; students shoot and finish documentary projects up to about 25 minutes. Qualifying courses: for directors&#44 CTPR 531 and crewing on either CTPR 546 or CTPR 547; for cinematographers&#44 CTPR 537.,18688D,37,Lecture,10:00-12:50pm,Monday,0 of 25,Amanda Pope,SCA112
CTPR-547,CTPR 547L: Production III&#44 Documentary (6.0 units),(6.0 units),Intensive workshop; students shoot and finish documentary projects up to about 25 minutes. Qualifying courses: for directors&#44 CTPR 531 and crewing on either CTPR 546 or CTPR 547; for cinematographers&#44 CTPR 537.,18690D,37,Lab,7:00-10:00pm,Monday,0 of 15,Kathryn Amend&#44,SCA363
CTPR-547,CTPR 547L: Production III&#44 Documentary (6.0 units),(6.0 units),Intensive workshop; students shoot and finish documentary projects up to about 25 minutes. Qualifying courses: for directors&#44 CTPR 531 and crewing on either CTPR 546 or CTPR 547; for cinematographers&#44 CTPR 537.,18691D,37,Lab,1:00-3:50pm,Wednesday,0 of 15,James Okeeffe,RZC108
CTPR-547,CTPR 547L: Production III&#44 Documentary (6.0 units),(6.0 units),Intensive workshop; students shoot and finish documentary projects up to about 25 minutes. Qualifying courses: for directors&#44 CTPR 531 and crewing on either CTPR 546 or CTPR 547; for cinematographers&#44 CTPR 537.,18692D,37,Lab,1:00-3:50pm,Wednesday,0 of 15,Richard Burton,SCAB130
CTPR-547,CTPR 547L: Production III&#44 Documentary (6.0 units),(6.0 units),Intensive workshop; students shoot and finish documentary projects up to about 25 minutes. Qualifying courses: for directors&#44 CTPR 531 and crewing on either CTPR 546 or CTPR 547; for cinematographers&#44 CTPR 537.,18693D,37,Lab,1:00-3:50pm,Wednesday,0 of 15,Amanda Pope,OFFICE
CTPR-581A,CTPR 581a: Individual Production Workshop (4.0 units),(4.0 units),Individual experimental projects involving the creative use of visuals (live action or animated) and sound. Open to production students only. Qualifying courses: CTPR 532 and CTPR 573 (for directors); CTPR 573 (for producers); CTPR 537 (for cinematographers)&#44 CTPR 535 (for editors)&#44 CTPR 546L or CTPR 547L as production sound person (for sound). Graded IP/Letter.,18698D,37,Lecture,TBA,TBA,0 of 6,Jennifer Warren,OFFICE
CTPR-581A,CTPR 581a: Individual Production Workshop (4.0 units),(4.0 units),Individual experimental projects involving the creative use of visuals (live action or animated) and sound. Open to production students only. Qualifying courses: CTPR 532 and CTPR 573 (for directors); CTPR 573 (for producers); CTPR 537 (for cinematographers)&#44 CTPR 535 (for editors)&#44 CTPR 546L or CTPR 547L as production sound person (for sound). Graded IP/Letter.,18699D,37,Lecture,TBA,TBA,0 of 6,Michael Taylor,OFFICE
CTPR-581A,CTPR 581a: Individual Production Workshop (4.0 units),(4.0 units),Individual experimental projects involving the creative use of visuals (live action or animated) and sound. Open to production students only. Qualifying courses: CTPR 532 and CTPR 573 (for directors); CTPR 573 (for producers); CTPR 537 (for cinematographers)&#44 CTPR 535 (for editors)&#44 CTPR 546L or CTPR 547L as production sound person (for sound). Graded IP/Letter.,18700D,37,Lecture,TBA,TBA,0 of 6,Michael Uno,TBA
CTPR-581A,CTPR 581a: Individual Production Workshop (4.0 units),(4.0 units),Individual experimental projects involving the creative use of visuals (live action or animated) and sound. Open to production students only. Qualifying courses: CTPR 532 and CTPR 573 (for directors); CTPR 573 (for producers); CTPR 537 (for cinematographers)&#44 CTPR 535 (for editors)&#44 CTPR 546L or CTPR 547L as production sound person (for sound). Graded IP/Letter.,18701D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-581B,CTPR 581b: Individual Production Workshop (2.0 units),(2.0 units),Individual experimental projects involving the creative use of visuals (live action or animated) and sound. Open to Production students only. Graded IP.,18705D,37,Lecture,TBA,TBA,0 of 6,,OFFICE
CTPR-581B,CTPR 581b: Individual Production Workshop (2.0 units),(2.0 units),Individual experimental projects involving the creative use of visuals (live action or animated) and sound. Open to Production students only. Graded IP.,18706D,37,Lecture,TBA,TBA,0 of 7,,TBA
CTPR-581B,CTPR 581b: Individual Production Workshop (2.0 units),(2.0 units),Individual experimental projects involving the creative use of visuals (live action or animated) and sound. Open to Production students only. Graded IP.,18707D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-581C,CTPR 581c: Individual Production Workshop (2.0 units),(2.0 units),Individual experimental projects involving the creative use of visuals (live action or animated) and sound. Open to Production students only. Graded IP.,18711D,37,Lecture,TBA,TBA,0 of 5,,OFFICE
CTPR-581C,CTPR 581c: Individual Production Workshop (2.0 units),(2.0 units),Individual experimental projects involving the creative use of visuals (live action or animated) and sound. Open to Production students only. Graded IP.,18712D,37,Lecture,TBA,TBA,0 of 5,,OFFICE
CTPR-581C,CTPR 581c: Individual Production Workshop (2.0 units),(2.0 units),Individual experimental projects involving the creative use of visuals (live action or animated) and sound. Open to Production students only. Graded IP.,18713D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-581Z,CTPR 581z: Individual Production Workshop (0.0 units),(0.0 units),Individual experimental projects involving the creative use of visuals (live-action or animated) and sound. Open to Production majors only. Graded IP.,18717D,37,Lecture,TBA,TBA,0 of 10,,OFFICE
CTPR-581Z,CTPR 581z: Individual Production Workshop (0.0 units),(0.0 units),Individual experimental projects involving the creative use of visuals (live-action or animated) and sound. Open to Production majors only. Graded IP.,18718D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-581Z,CTPR 581z: Individual Production Workshop (0.0 units),(0.0 units),Individual experimental projects involving the creative use of visuals (live-action or animated) and sound. Open to Production majors only. Graded IP.,18719D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-581Z,CTPR 581z: Individual Production Workshop (0.0 units),(0.0 units),Individual experimental projects involving the creative use of visuals (live-action or animated) and sound. Open to Production majors only. Graded IP.,18720D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-581Z,CTPR 581z: Individual Production Workshop (0.0 units),(0.0 units),Individual experimental projects involving the creative use of visuals (live-action or animated) and sound. Open to Production majors only. Graded IP.,18721D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-582A,CTPR 582a: Advanced Production Seminar (2.0 units),(2.0 units),Advanced individual film or video projects under the guidance of a faculty mentor&#44 without benefit of university equipment or resources. Open to Production students only. Qualifying courses: CTPR 532 and CTPR 573 (for directors); CTPR 573 (for producers); CTPR 537 (for cinematographers); CTPR 535 (for editors); and CTPR 546L or CTPR 547L as production sound person (for sound). Graded IP/Letter.,18730D,37,Lecture,TBA,TBA,0 of 5,,OFFICE
CTPR-582A,CTPR 582a: Advanced Production Seminar (2.0 units),(2.0 units),Advanced individual film or video projects under the guidance of a faculty mentor&#44 without benefit of university equipment or resources. Open to Production students only. Qualifying courses: CTPR 532 and CTPR 573 (for directors); CTPR 573 (for producers); CTPR 537 (for cinematographers); CTPR 535 (for editors); and CTPR 546L or CTPR 547L as production sound person (for sound). Graded IP/Letter.,18731D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-582A,CTPR 582a: Advanced Production Seminar (2.0 units),(2.0 units),Advanced individual film or video projects under the guidance of a faculty mentor&#44 without benefit of university equipment or resources. Open to Production students only. Qualifying courses: CTPR 532 and CTPR 573 (for directors); CTPR 573 (for producers); CTPR 537 (for cinematographers); CTPR 535 (for editors); and CTPR 546L or CTPR 547L as production sound person (for sound). Graded IP/Letter.,18732D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-582B,CTPR 582b: Advanced Production Seminar (2.0 units),(2.0 units),Advanced individual film or video projects under the guidance of a faculty mentor&#44 without benefit of university equipment or resources. Open to Production students only.,18740D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-582B,CTPR 582b: Advanced Production Seminar (2.0 units),(2.0 units),Advanced individual film or video projects under the guidance of a faculty mentor&#44 without benefit of university equipment or resources. Open to Production students only.,18741D,37,Lecture,TBA,TBA,0 of 5,,OFFICE
CTPR-582B,CTPR 582b: Advanced Production Seminar (2.0 units),(2.0 units),Advanced individual film or video projects under the guidance of a faculty mentor&#44 without benefit of university equipment or resources. Open to Production students only.,18742D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-582B,CTPR 582b: Advanced Production Seminar (2.0 units),(2.0 units),Advanced individual film or video projects under the guidance of a faculty mentor&#44 without benefit of university equipment or resources. Open to Production students only.,18743D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-582Z,CTPR 582z: Advanced Production Seminar (0.0 units),(0.0 units),Advanced individual film or video projects under the guidance of a faculty mentor&#44 without benefit of university equipment or resources. Open to Production students only.,18749D,37,Lecture,TBA,TBA,0 of 10,,OFFICE
CTPR-582Z,CTPR 582z: Advanced Production Seminar (0.0 units),(0.0 units),Advanced individual film or video projects under the guidance of a faculty mentor&#44 without benefit of university equipment or resources. Open to Production students only.,18750D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-582Z,CTPR 582z: Advanced Production Seminar (0.0 units),(0.0 units),Advanced individual film or video projects under the guidance of a faculty mentor&#44 without benefit of university equipment or resources. Open to Production students only.,18751D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-582Z,CTPR 582z: Advanced Production Seminar (0.0 units),(0.0 units),Advanced individual film or video projects under the guidance of a faculty mentor&#44 without benefit of university equipment or resources. Open to Production students only.,18752D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-582Z,CTPR 582z: Advanced Production Seminar (0.0 units),(0.0 units),Advanced individual film or video projects under the guidance of a faculty mentor&#44 without benefit of university equipment or resources. Open to Production students only.,18753D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-582Z,CTPR 582z: Advanced Production Seminar (0.0 units),(0.0 units),Advanced individual film or video projects under the guidance of a faculty mentor&#44 without benefit of university equipment or resources. Open to Production students only.,18754D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-585A,CTPR 585a: Advanced Producing Project (2.0 units),(2.0 units),Supervised&#44 individual study leading to the creation of a producer's package. The package will include script&#44 schedule&#44 budget&#44 finance and marketing plan.,18760D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-585A,CTPR 585a: Advanced Producing Project (2.0 units),(2.0 units),Supervised&#44 individual study leading to the creation of a producer's package. The package will include script&#44 schedule&#44 budget&#44 finance and marketing plan.,18761D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-585B,CTPR 585b: Advanced Producing Project (2.0 units),(2.0 units),Supervised&#44 individual study leading to the creation of a producers package. The package will include script&#44 schedule&#44 budget&#44 finance and marketing plan. Graded IP/L.,18763D,37,Lecture,TBA,TBA,0 of 5,,OFFICE
CTPR-585B,CTPR 585b: Advanced Producing Project (2.0 units),(2.0 units),Supervised&#44 individual study leading to the creation of a producers package. The package will include script&#44 schedule&#44 budget&#44 finance and marketing plan. Graded IP/L.,18764D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-585B,CTPR 585b: Advanced Producing Project (2.0 units),(2.0 units),Supervised&#44 individual study leading to the creation of a producers package. The package will include script&#44 schedule&#44 budget&#44 finance and marketing plan. Graded IP/L.,18769D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTPR-585Z,CTPR 585z: Advanced Producing Project (0.0 units),(0.0 units),Supervised&#44 individual study leading to the creation of a producers package. The package will include script&#44 schedule&#44 budget&#44 finance and marketing plan. Graded IP/L.,18785D,37,Lecture,TBA,TBA,0 of 5,,TBA
CTWR-206B,CTWR 206b: Writing the Screenplay (4.0 units),(4.0 units),Writing a feature-length screenplay based on treatment developed in CTWR 206a. Includes a first draft and a polish.,19156D,1,Lecture,10:00-12:50pm,Thursday,1 of 7,Bob Tzudiker,SCA342
CTWR-206B,CTWR 206b: Writing the Screenplay (4.0 units),(4.0 units),Writing a feature-length screenplay based on treatment developed in CTWR 206a. Includes a first draft and a polish.,19157D,1,Lecture,1:00-3:50pm,Friday,0 of 8,Janet Batchler,SCB101
CTWR-206B,CTWR 206b: Writing the Screenplay (4.0 units),(4.0 units),Writing a feature-length screenplay based on treatment developed in CTWR 206a. Includes a first draft and a polish.,19316D,1,Lecture,1:00-3:50pm,Friday,0 of 8,David Brind,SCA361
CTWR-250,CTWR 250: Breaking the Story (2.0 units),(2.0 units),Examination of the fundamental elements of a good story&#44 and how to use those elements to develop new screenplay ideas. Recommended preparation: CTWR 106b.,19358D,1,Lecture,10:00-12:50pm,Wednesday,0 of 10,Peter Robinson,SCA342
CTWR-250,CTWR 250: Breaking the Story (2.0 units),(2.0 units),Examination of the fundamental elements of a good story&#44 and how to use those elements to develop new screenplay ideas. Recommended preparation: CTWR 106b.,19360D,1,Lecture,10:00-12:50pm,Wednesday,0 of 10,Sharon Greene,SCA214
CTWR-321,CTWR 321: Introduction to Hour-Long Television Writing (2.0 units),(2.0 units),The fundamentals of writing for dramatic episodic television. Writing scenes from popular television shows and examination of television story structure. Prerequisite: CTWR-100&#44 CTWR 402&#44 CTWR 412 or CTWR 413.,19306D,1,Lecture,4:00-6:50pm,Thursday,0 of 12,Lisa Seidman,SCA362
CTWR-321,CTWR 321: Introduction to Hour-Long Television Writing (2.0 units),(2.0 units),The fundamentals of writing for dramatic episodic television. Writing scenes from popular television shows and examination of television story structure. Prerequisite: CTWR-100&#44 CTWR 402&#44 CTWR 412 or CTWR 413.,19353D,1,Lecture,10:00-12:50pm,Friday,0 of 10,Ligiah Villalobos,SCA259
CTWR-321,CTWR 321: Introduction to Hour-Long Television Writing (2.0 units),(2.0 units),The fundamentals of writing for dramatic episodic television. Writing scenes from popular television shows and examination of television story structure. Prerequisite: CTWR-100&#44 CTWR 402&#44 CTWR 412 or CTWR 413.,19362D,1,Lecture,10:00-12:50pm,Friday,0 of 10,Maria Escobedo,SCA258
CTWR-321,CTWR 321: Introduction to Hour-Long Television Writing (2.0 units),(2.0 units),The fundamentals of writing for dramatic episodic television. Writing scenes from popular television shows and examination of television story structure. Prerequisite: CTWR-100&#44 CTWR 402&#44 CTWR 412 or CTWR 413.,19364D,1,Lecture,10:00-12:50pm,Friday,0 of 10,David Balkan,SCA363
CTWR-412,CTWR 412: Introduction to Screenwriting (2.0 units),(2.0 units),Introduction to the formal elements of writing the short film.,19169R,1,Lecture,4:00-6:50pm,Wednesday,4 of 12,Vincent Robert,SCB304
CTWR-412,CTWR 412: Introduction to Screenwriting (2.0 units),(2.0 units),Introduction to the formal elements of writing the short film.,19173R,1,Lecture,7:00-10:00pm,Tuesday,4 of 12,Sandra Berg,SCA255
CTWR-412,CTWR 412: Introduction to Screenwriting (2.0 units),(2.0 units),Introduction to the formal elements of writing the short film.,19177R,1,Lecture,10:00-12:50pm,Monday,7 of 12,Frank Mc Adams,SCA310
CTWR-412,CTWR 412: Introduction to Screenwriting (2.0 units),(2.0 units),Introduction to the formal elements of writing the short film.,19199R,1,Lecture,1:00-3:50pm,Monday,4 of 12,Peter Exline,SCA342
CTWR-412,CTWR 412: Introduction to Screenwriting (2.0 units),(2.0 units),Introduction to the formal elements of writing the short film.,19351R,1,Lecture,4:00-6:50pm,Wednesday,7 of 12,David Brind,SCA259
CTWR-412,CTWR 412: Introduction to Screenwriting (2.0 units),(2.0 units),Introduction to the formal elements of writing the short film.,19354R,1,Lecture,1:00-3:50pm,Tuesday,2 of 12,Martin Daniel,SCB101
CTWR-412,CTWR 412: Introduction to Screenwriting (2.0 units),(2.0 units),Introduction to the formal elements of writing the short film.,19357R,1,Lecture,10:00-12:50pm,Friday,5 of 12,Jeffrey Hammer,SCA342
CTWR-412,CTWR 412: Introduction to Screenwriting (2.0 units),(2.0 units),Introduction to the formal elements of writing the short film.,19434R,1,Lecture,4:00-6:50pm,Thursday,3 of 12,Jason E Squire,SCA214
CTWR-412,CTWR 412: Introduction to Screenwriting (2.0 units),(2.0 units),Introduction to the formal elements of writing the short film.,19435R,1,Lecture,4:00-6:50pm,Tuesday,4 of 12,James Mc Ginn,SCB101
CTWR-413,CTWR 413: Writing the Short Script I (2.0 units),(2.0 units),Preparation of scripts for short films: form&#44 structure&#44 planning. Open only to Cinematic Arts Film and Television Production majors.,19182D,1,Lecture,10:00-12:50pm,Wednesday,0 of 12,Maria Escobedo,SCA362
CTWR-413,CTWR 413: Writing the Short Script I (2.0 units),(2.0 units),Preparation of scripts for short films: form&#44 structure&#44 planning. Open only to Cinematic Arts Film and Television Production majors.,19183D,1,Lecture,10:00-12:50pm,Friday,0 of 12,Deborah Baron,SCA362
CTWR-413,CTWR 413: Writing the Short Script I (2.0 units),(2.0 units),Preparation of scripts for short films: form&#44 structure&#44 planning. Open only to Cinematic Arts Film and Television Production majors.,19184D,1,Lecture,10:00-12:50pm,Wednesday,0 of 12,Benita Garvin,SCI209
CTWR-413,CTWR 413: Writing the Short Script I (2.0 units),(2.0 units),Preparation of scripts for short films: form&#44 structure&#44 planning. Open only to Cinematic Arts Film and Television Production majors.,19185D,1,Lecture,10:00-12:50pm,Friday,0 of 12,Jarrett Golding,SCB304
CTWR-324,CTWR 324: Introduction to Half-Hour Television Writing (2.0 units),(2.0 units),The fundamentals of writing for comedic episodic television. Writing scenes from popular comedy series and examination of half-hour television comedy story structure.,19308D,1,Lecture,10:00-12:50pm,Tuesday,0 of 12,Larry Balmagia,SCA259
CTWR-414,CTWR 414: The Screenplay (2.0 units),(2.0 units),Students study story structure and develop several story outlines&#44 write a short script for possible production&#44 a feature film outline and first act. Recommended preparation: CTWR-416. Open only to Cinematic Arts Film and Television Production majors.,19193D,1,Lecture,10:00-12:50pm,Monday,3 of 14,Tim Curnen,SCA342
CTWR-415A,CTWR 415a: Advanced Writing (2.0 units),(2.0 units),Principles of the feature film; creating theme&#44 character and structure that combine into a feature-length story treatment. Recommended preparation: CTWR 416.,19200D,1,Lecture,1:00-3:50pm,Tuesday,0 of 12,Sandra Berg,SCA363
CTWR-415A,CTWR 415a: Advanced Writing (2.0 units),(2.0 units),Principles of the feature film; creating theme&#44 character and structure that combine into a feature-length story treatment. Recommended preparation: CTWR 416.,19201D,1,Lecture,1:00-3:50pm,Friday,1 of 12,Julie Sayres,SCA342
CTWR-418B,CTWR 418b: Senior Thesis (4.0 units),(4.0 units),b: Completion and revision of Senior Thesis project and introduction to motion picture industry procedures and practices through interaction with industry representatives. Open to B.F.A. Writing for Screen and Television students only.,19209D,1,Lecture,10:00-12:50pm,Wednesday,5 of 7,Mark Shepherd,SCA361
CTWR-419B,CTWR 419b: Senior Thesis in Dramatic Television (4.0 units),(4.0 units),Revision of original pilot script&#44 writing of mid-season episode&#44 and completion of bible for original dramatic series developed in first semester.,19210D,1,Lecture,10:00-12:50pm,Wednesday,6 of 8,Barbara Nance,SCA259
CTWR-421,CTWR 421: Writing the Hour-Long Dramatic Series (2.0 units&#44 max 4),(2.0 units&#44 max 4),Writing an episode of an existing dramatic television series within the hour-long format with an emphasis on conception&#44 pitching&#44 characterization and structure.,19214D,1,Lecture,10:00-12:50pm,Monday,1 of 10,Deborah Seibel,SCA362
